title,longitude,latitude
"Graphics and Multimedia Designer",103.762,1.35694
"Business Development Manager",103.823,1.27995
"IT Support Officer",103.638,1.33148
"Junior Creative Intern",103.849,1.27908
"Cook (Tanjong Beach Club)",103.828,1.24326
"Data Analytics Executive",103.777,1.30298
"Co Teacher",103.874,1.31628
"Assistant Cook",103.844,1.2768
"Warehouse Assistant",103.896,1.32334
"Project Executive",103.804,1.28685
"Veterinary Surgeon",103.886,1.35338
Driver,103.898,1.31346
"Marketing executive(Retail)",103.803,1.28593
"#SGUnitedJobs Driver (Midnight Shift)",103.893,1.35717
"Sales Merchandiser ",103.628,1.30109
"Junior Sales Ambassador (B2B)- SHORTLISTING NOW! IMMEDIATE START!!!",103.848,1.2812
"Technician, Aircon & Maintenance",103.882,1.33624
"Chef / Kitchen Assistant",103.857,1.30955
"Associate Director",103.857,1.30954
"Junior Designer",103.848,1.28182
"Full-time/Part-time Barista & Service Staff for New Café",103.853,1.3153
"BODY AND FOOT MASSAGE",103.86,1.31135
"Assistant Interior Designer ",103.844,1.28178
"Part-Time Kitchen Assistant",103.81,1.44873
"Project surveyor",103.703,1.33382
"Retail Advisor (Part-Time)",103.859,1.30068
"Mechanical Engineer",103.674,1.32969
"Sales Executive($8000/Island wide/Training Provided",103.898,1.33786
"Car Groomer",103.911,1.33912
"SENIOR ACCOUNTS ADMINISTRATIVE MANAGER",103.901,1.33466
"Graphics Designer",103.911,1.33858
"Dishwasher / Driver",103.912,1.33936
Welder,103.692,1.33394
"ACCOUNT EXECUTIVE",103.656,1.30459
Driver,103.66,1.30755
"QA TECHNICIAN ",103.809,1.46795
"Account Receivable ",103.806,1.45791
"Full Time Mixologists (Cocktail Making)",103.851,1.29299
"Logistic Store Man cum Driver (Basic +Over Time above $2.4K) - Vehicle Provided",103.645,1.32093
"Operation Assistant",103.645,1.32092
"Facility Maintenance Technician",103.624,1.30028
Driver,103.778,1.28518
"EAL Teacher - Part-Time",103.852,1.29027
"Admin Assistant",103.883,1.33747
"Office Administrator",103.739,1.33475
"Accounts Executive",103.636,1.33375
"System Engineer - XJ ",103.74,1.3346
"Staff Nurse",103.843,1.33798
"Chef/Kitchen Helper/Supervisor",103.828,1.37698
"Retail Assistant",103.83,1.4435
"General Manager (Fitness Industry)",103.849,1.28024
"Marketing Executive",103.911,1.39296
"Full-Time Chef de Partie",103.873,1.31091
"Operations Executive",103.827,1.27955
"Bilingual Japanese Medical Writer/Analyst",103.845,1.28534
"ACCOUNTS EXECUTIVE",103.845,1.28534
"Assistant Microbiologist (12 months contract)",103.629,1.29022
"Class 3 lorry driver cum Furniture Installer",103.739,1.33399
"Assistant Accounting Manager, Outsourcing",103.849,1.27986
"Account Assistant",103.74,1.33386
"Admin Executive",103.853,1.29924
"Graphics Designer #SGCareertrial",103.853,1.29926
"HR & Admin Executive",103.895,1.33567
"Graphic Designer",103.867,1.32701
Chef,103.935,1.32783
"Early Intervention Teacher/ Special Needs Teacher (Part-time or full-time)",103.902,1.31074
"Supply Chain and Operations Manager",103.851,1.28223
"Front Of House/Receptionist",103.848,1.28082
"Finance Manager",103.848,1.28081
"Regional Project Director",103.848,1.2808
"Delivery Drivers",103.885,1.3378
"Senior Risk Manager - Real Assets (f/m/d)",103.85,1.28186
"Clinic Receptionist",103.849,1.27884
"Compliance Officer",103.848,1.27871
"Admin Assistant",103.871,1.3345
"Marketing Intern (3 - 6 Months)",103.848,1.2795
"Commis Chef",103.899,1.31001
"Warehouse cum Production Supervisor",103.884,1.33845
"Sales Manager",103.884,1.33846
"Audit Senior Manager to Partner",103.85,1.30439
"Delivery Assistant",103.714,1.33018
"Executive Manager",103.769,1.29279
"Warehouse & Logistics Executive",103.808,1.28471
"Warehouse cum Logistics Executive ",103.811,1.29013
Geophysicist,103.885,1.33848
"Market Research Manager (German Manufacturing)",103.851,1.28214
"Hair Stylist with Manicurist skill",103.834,1.30718
"Procurement & Inventory Management Manager",103.852,1.29027
"FINANCE & ADMIN MANAGER",103.69,1.32614
"digital marketing & E-commerce Assistant #SGUnitedTraineeships #SGUP",103.662,1.32241
"Warehouse Assistant @ Tuas - 5 days / Urgent (DL)",103.64,1.318
"Tube Fitter ",103.649,1.32464
"Production Operator",103.657,1.32506
"General Worker/Lorry Assistant/Waste Oil",103.631,1.27222
"service crew",103.852,1.30633
"Delivery Driver",103.779,1.28487
"Administrative Clerk",103.779,1.28487
"Business Development Manager (Sales) #SGUnitedTraineeships #SGUP",103.842,1.27653
"Project Engineer",103.891,1.3271
"Accounts associate",103.891,1.32725
"Software Developer",103.848,1.27841
"Junior Trader",103.848,1.27813
Copywriter,103.848,1.27841
"Java Developer(with Microservices & Springboot)",103.848,1.27926
"Bus Captain",103.853,1.29941
"Web Developer",103.852,1.29944
"Kitchen Crew",103.862,1.35148
"System Administrator",103.852,1.30994
"Assistant Manager",103.842,1.31106
"Date Engineer",103.848,1.27889
"QMS Specialist (Medical Device)",103.848,1.27864
"Purchasing Clerk",103.895,1.33532
"PR Executive / Senior PR Executive / Manager #SGUnitedJobs",103.848,1.27827
"Stall Assistant",103.776,1.34231
"customer relation officer",103.777,1.34241
Production,103.753,1.31168
"Marketing Assistant (full time/part time/internship)",103.848,1.27803
"Audit Assistant #SGUnitedTraineeships - Part-Time",103.848,1.27817
"QC Inspector",103.672,1.32107
"ASSISTANT MANAGER",103.856,1.30722
"Head Of Department, JCU Singapore Language School",103.876,1.31557
"Senior Shop Assistant",103.769,1.29279
"Administrative Assistant (6 days work week) #SGUNITED#",103.892,1.32633
CHEF,103.86,1.30123
"Parcel Delivery Drivers",103.962,1.33075
"Chef Assistant",103.709,1.34692
"Part-Time Retail Sales Assistant",103.84,1.30154
"Pipe Fitter cum Welder",103.893,1.34183
"Assistant Warehouse Operations Supervisor",103.908,1.36686
"Warehouse Material Handler / Specialist #SGUnitedTraineeships #SGUP",103.908,1.36686
"Higher Associate Engineer (Solar P Installation Site Checker)",103.852,1.29027
"ERP & IT Application Specialist (NAV)-Senior",103.809,1.28452
"Food Production Executive",103.722,1.30874
"Kitchen Assistant",103.722,1.30893
"Senior Recruiter - Technical",103.674,1.32318
Driver,103.669,1.32631
"Appointment Setter($2800/East/No Exp Needed)",103.898,1.33877
"Technical Specialist",103.69,1.32875
"IT Engineer",103.858,1.34076
"Management Executive (Japanese Fine Dining)",103.842,1.29362
"TUG MASTER",103.757,1.30403
"Senior Project Co-Ordinator (COLE) - 1 YEAR CONTRACT",103.844,1.29727
"Warehouse Assistant",103.696,1.32149
"Financial Units Manager",103.833,1.30795
"Spa Therapist",103.833,1.30793
"E-Commerce Photography & Digital Marketing Internship (6 months)",103.809,1.46816
"R&D Executive/ Food Technologist (Vegan Products)",103.799,1.46066
"HR MANAGER",103.799,1.46066
"QC Inspector (Food Manufacturing)",103.799,1.46066
"Demand Planning Executive",103.803,1.45929
"Advertising & Promotions Executive",103.871,1.37598
"Sales Associate - Part-Time",103.849,1.30127
"Technician / Senior Technician",103.851,1.29416
"Digital Signage & IT Technician ",103.877,1.32798
"Project Engineer",103.657,1.31244
"Operations Technician",103.637,1.29195
"Account Assistant",103.809,1.44861
"Warehouse Storekeeper",103.809,1.4488
"Senior Accounts Executive #SGUnitedJobs",103.842,1.27648
"Administration / Secretarial Executive",103.845,1.43772
"Car Polisher / Detailing (Team Lead)",103.845,1.43772
"Project / Sales Coordinator",103.845,1.43776
"Design Director",103.859,1.29835
"Management Accountant",103.859,1.29835
"Audit Senior",103.848,1.28026
"Project HR Administrator",103.902,1.31667
"Research Engineer",103.884,1.33501
"Assistant Operations Manager",103.884,1.33501
"Accounts cum Admin Assistant",103.884,1.33501
"Financial consultant",103.84,1.27803
Cashier,103.853,1.29294
Chef,103.841,1.30126
"Corporate Secretarial Executive",103.841,1.30126
"Project Manager (AV Production)",103.876,1.319
"Audit Associate",103.846,1.28498
"Operations Executive (F&B)",103.86,1.31159
Storekeeper,103.896,1.33451
"Product Executive ",103.896,1.33439
"Manager/Senior Manager, Training",103.869,1.32614
"Preschool Cleaner",103.748,1.32129
"HR Recruiter / Talent Acquisition Executive",103.841,1.28703
"Kitchen Staff",103.86,1.35266
"Principal / Master R&D Digital IC Design Engineer",103.861,1.35206
Cleaner,103.844,1.28449
"Veterinary Receptionist",103.874,1.36942
"Retail Associate",103.824,1.30533
"Mechanical Engineer",103.859,1.29884
"E-Commerce Executive",103.891,1.32877
administrator,103.873,1.36935
Waitress,103.847,1.28487
"Tipper Truck Driver",103.721,1.32719
"Class 4 Driver",103.744,1.34748
"Service Crew/ Senior Service Crew (Bt Batok)",103.744,1.34757
"Cafe Crew",103.9,1.31287
"Part Time Servers",103.834,1.33302
BEAUTICIAN,103.886,1.33936
"Field Technician",103.674,1.3194
"Cook (Japanese Restaurant)",103.766,1.30363
"Sales Admin",103.943,1.33739
"Freelance Temp Project (Starts 1 October 2021) - Part-Time",103.891,1.32435
"Nurse Manager ",103.862,1.36778
"Associate Pastor",103.806,1.29373
Cook,103.857,1.31005
"Hair Assistant",103.804,1.29311
"ASEAN Finance Head",103.848,1.27979
"Project Executive",103.877,1.3232
"Client Account Executive",103.877,1.32219
"Business Development Executive",103.877,1.32259
"Quality Assurance and Quality Control Engineer",103.83,1.386
"FUN SALES ASSOCIATES- ENTRY LEVEL (IMMEDIATE START)”HIGH COMMS”",103.848,1.28101
"Project Engineer",103.837,1.3563
"Chef Crew",103.848,1.28035
"Head Chef",103.844,1.31805
"Senior Brand Manager ",103.964,1.33788
"Sales Merchandiser (6 days work)",103.812,1.4671
"Solutions Architect",103.845,1.28245
"Pest Control Technician",103.864,1.30213
"Part Time Packers",103.757,1.33852
"Technical Manager",103.853,1.28412
"Sales Support Team",103.672,1.31819
"Estate Planning Manager",103.845,1.28717
"Video editor/graphic designer",103.8,1.3107
"QC Engineer - Part-Time",103.748,1.32582
"Area Sales Manager - SIM & Ports",103.808,1.28448
"Sr RPA Consultant ",103.809,1.28574
"Operation Manager",103.811,1.28435
"Service Technician, Pest Control",103.884,1.33301
"Business Development Manager",103.866,1.31704
"McDelivery Rider | Full-Time / Part-Time",103.81,1.29865
"Part-Time Horticulturist",103.854,1.32382
"VP of People Science",103.841,1.29361
"Delivery Driver",103.854,1.30807
"Sales Business Development",103.851,1.28136
"Chef / Junior Chef",103.851,1.28141
"Customer Service Advisor (Call Centre)",103.787,1.29052
"Senior Software Engineer",103.884,1.33658
"Chef de Partie",103.848,1.28049
"Pastry Chef",103.848,1.28049
"Preschool Cleaner/幼儿园清洁工人",103.767,1.32578
"Sales Manager",103.876,1.32853
"Planning and Construction Manager (PCM)",103.848,1.28868
"Senior Control Software Engineer",103.807,1.4467
"Storekeeper @ Food Factory in Woodlands (Halal)",103.806,1.45101
"Food Factory Operator @ Food Factory in Woodlands (Halal)",103.806,1.45091
"Veterinary Receptionist and admin manager  needed urgently ",103.878,1.35472
"Enrolled Nurse",103.902,1.31672
"DIGITAL MARKETING EXECUTIVE ",103.89,1.32932
"E COMMERCE OPERATION EXECUTIVE",103.89,1.32932
"Digital Marketing Executive",103.89,1.32927
"Senior Account Executive",103.89,1.32932
"Office Secretary",103.848,1.27817
"Business Content Writer [Project-Based]",103.848,1.27813
"Assistant Manager, Membership Systems",103.848,1.27813
"Logistics Customer Service (ID4176)",103.721,1.3292
"Restaurant Manager",103.864,1.31167
"Graphic Designer Specialist",103.861,1.31298
"Senior Purchasing Officer",103.852,1.29999
"Peer Support Specialist (Mental Wellness)",103.817,1.28384
"Interior Design Consultant",103.838,1.37354
"Warehouse assistant/ Packer",103.912,1.33728
"Sales Merchandiser",103.841,1.29956
"Service Crew",103.832,1.30089
"Service Crew ",103.824,1.30485
"Senior Formulation Chemist – Skincare",103.844,1.27472
"Massage therapist\SPA therapist ",103.817,1.28341
"Sales And admin Assistant",103.679,1.3197
"Senior IT Manager - Customer Engagement and Project Management (Warehouse Management System - Implem",103.876,1.32402
"Service Staff",103.855,1.30092
"Sales Executive",103.817,1.28306
"Replenisher / Stacker (up to $8/h) PH x2",103.844,1.27501
Cashier,103.743,1.34715
"Kitchen Assistant",103.864,1.31146
"Retail Supervisor ",103.932,1.31374
"Senior/ Executive",103.819,1.28262
"Executive, Clinical Services",103.819,1.28262
"Pet Taxi Driver",103.903,1.31685
"Property Executive (Additional Temp staff) AJC",103.819,1.28293
"Cloud Kitchen Crew",103.913,1.39426
"Manager, Revenue Management",103.848,1.27763
" E-Commerce cum Customer Service Sales Executive ",103.852,1.30152
"QC Chemist",103.661,1.32148
"Purchasing Assistant",103.661,1.32275
"Marketing Intern",103.966,1.33726
"Management Associate(Technical) - Contract Logistics/Supply Chain Management",103.961,1.3311
"Sales & Marketing Executive",103.746,1.43442
Housekeeper,103.854,1.30412
"Digital Marketing Executive",103.848,1.28644
"Store Crew/Barista",103.852,1.29027
"Catering Kitchen Assistant",103.714,1.33311
"Senior HR Admin Assistant",103.637,1.32405
"Cabling Technician",103.654,1.32231
"Business Development Executive (Corporate Services)",103.848,1.28871
"Sales Associates (Part-Time / Full-Time)",103.776,1.34335
"Operations Executive",103.84,1.28675
"Assistant Manager, Food Manufacturing (Dim Sum)",103.883,1.33584
"Assistant Brewer",103.883,1.33584
"Warehouse Assistant",103.883,1.33591
"Accounts Executive (AP/AR) -Macpherson|UP $3K!|ASAP",103.891,1.32588
"Customer service cum Receptionist",103.843,1.31798
Chef,103.844,1.31828
"Warehouse Assistant (5.5 days/Tuas/Transport provided)",103.852,1.30221
"Public Relations Executive",103.84,1.30198
"Customer Service Officer",103.84,1.30216
"Senior Engineer (Surveillance and Video Analytics)",103.84,1.30198
"DRIVER ",103.871,1.31725
"Restaurant Assistant Manager",103.849,1.3339
Driver,103.87,1.31868
"Corporate Treasurer",103.844,1.29679
"Accounts Executive",103.844,1.29679
"Part-Time Warehouse Assistant",103.89,1.32982
"Warehouse Packer",103.89,1.32987
"Cash Register, Side Dishes - Part-Time",103.896,1.33517
Chemist,103.632,1.31035
"Liaison Officer",103.656,1.31335
"Maintenance Engineer/ Asst Engineer, Process & Equipment",103.789,1.29541
"Process Technician",103.682,1.27027
"Warehouse Assistant cum Driver",103.753,1.32852
"Interior Designer",103.753,1.32838
Bartender,103.841,1.27909
"Bar Manager",103.841,1.27912
"Delivery Driver",103.969,1.33344
"System Analyst & Implementation",103.847,1.2835
"Restaurant Supervisor",103.86,1.31208
"Customer Care Executive - (2.3k + Bonus | Backend | Entry/Fresh | Office hours | West/Central/East)",103.836,1.289
Chauffeur,103.886,1.33422
"Assistant Engineer - QS ( #SGUnitedTraineeships / #SGUP)",103.674,1.3288
"Civil & Structural Engineer(Construction)",103.903,1.33723
"Technician, Facilities Management",103.855,1.27989
"Executive (Finance) 6-Month Contract - Part-Time",103.862,1.28173
"Software Engineer",103.845,1.27914
"Business Development Executive",103.7,1.32503
"Director, Human Resource & Corporate Affairs",103.694,1.31272
"Legal Administrative Assistant ",103.851,1.28186
"Assistant HR Recruiter",103.788,1.29021
"Receptionist Cum Admin Executive",103.8,1.46017
"华文老师 - Preschool Chinese Teacher",103.834,1.35897
"Sales Executive",103.834,1.35845
"Marketing & Events Executive #SGUP #SG United Traineeship",103.728,1.39373
"Warehouse Assistant",103.889,1.33619
"Manager Controlling Automotive, Asia Pacific",103.889,1.33632
"Senior Logistics Supervisor",103.929,1.37598
"Sales Manager",103.648,1.33043
"QC Inspector",103.653,1.31898
"Production Operators",103.809,1.44699
"Chinese Language Teacher (Part-Time)",103.842,1.43312
"Assistant Chef",103.853,1.30166
"Finance Officer",103.848,1.27917
"Driving Range Assistant",103.819,1.35919
"Retail Sales Assistant  - Confectionary",103.856,1.31145
"Quantity Surveyor ",103.856,1.31139
"Backend and Web Dashboard Developer",103.89,1.33085
"Assistant Restaurant Manager ",103.853,1.30163
"Retail Banking Associates",103.906,1.30682
"Beauty Therapist",103.84,1.30063
"Sous Chef",103.839,1.30084
"Orchard - 5 Day Week, 2.2k for modern Japanese restaurant waitress",103.839,1.30084
"Order Admin Executive",103.754,1.31232
"Aesthetic Clinic Receptionist",103.847,1.28338
"Technical Implementation Analyst",103.847,1.27884
Tailor,103.853,1.30846
"Baker (Intern)",103.888,1.35531
"Masseur Therapist (non medical)",103.849,1.33336
"Assistant Art Teacher (Part-Time Contract)",103.849,1.33336
"Chemistry Laboratory Technician / Lab Technician",103.844,1.31847
"Customer Service Associate | Healthcare Services | UP$2500 | Lavender",103.862,1.31233
"Construction Site Supervisor cum Driver",103.793,1.45146
"English Language Teacher - Part-Time",103.844,1.31853
"PERSONAL TRAINER #SGUP",103.894,1.30917
"Senior / Enrolled Nurse",103.813,1.3268
"Head of Operations",103.86,1.30128
"Assistant Public Relations Officer (2 Months Contract)",103.75,1.34361
"Senior Client Manager",103.848,1.28845
"Post Renovation Cleaners",103.742,1.39149
"delivery driver",103.898,1.35985
"Business Development Manager",103.908,1.36863
"Corporate Services Executive",103.809,1.28482
"Sales manager",103.842,1.273
"Programmer (AV Control Systems)",103.853,1.32498
"Drivers cum General Worker",103.787,1.28005
"Assistant Management Accountant",103.967,1.37404
"Driver (class 3 / 4 )",103.973,1.37596
"Kitchen Helper",103.777,1.44298
"Warehouse Assistant",103.749,1.30136
"Seeking  for Church Pastor",103.909,1.41891
"Deployment and Operations Executive",103.743,1.41786
Stacker/Merchandiser,103.924,1.32134
"Sales Engineer",103.891,1.33691
"Dental Assistant / Front Desk Officer",103.827,1.30636
"Enrichment Teacher",103.827,1.3064
"Control Engineer",103.624,1.30121
"Wooden Crate Packer",103.712,1.32248
"Fragrance Laboratory Supervisor",103.705,1.33271
"Service Technician",103.796,1.45398
"Sales Support Technical & Costing Engineer",103.809,1.45327
"SAPMENA IT Project Manager",103.848,1.28555
"Customer Sales Executive - Inbound Call Center",103.844,1.29808
"Assistant Manager (Finance Support Staff) ",103.844,1.29815
"Retail Manager Trainee",103.849,1.33298
Chef,103.852,1.30041
"AWS Redshift Engineer",103.852,1.30042
"Junior Captain / Captain",103.828,1.30519
"Guest Relations Officer (Concierge)",103.829,1.30517
"FPGA DSP Engineer",103.792,1.45208
"Staff Flip Chip Development Engineer",103.836,1.44167
Cook,103.901,1.31193
chef,103.844,1.28417
"Business Development Manager",103.753,1.31116
"Operations Manager",103.753,1.31117
"English Tutor",103.853,1.30121
"Warehouse assistant / Storeman",103.752,1.31032
"Senior Sales Executive",103.842,1.28402
"AutoCAD MEP Drafter",103.841,1.28405
"Operations Supervisor ",103.793,1.45167
"food processing worker",103.754,1.31242
"Cafe Commis Chef/Kitchen Porter",103.846,1.28352
"Spa Therapist",103.843,1.31832
"OPERATION SUPERVISOR",103.632,1.31009
"Account Executive",103.818,1.28032
"Customer Service",103.758,1.33022
"Media and Public Relations Director",103.787,1.33014
"Part-Time House Cleaner",103.844,1.28318
"Corporate Secretarial Manager ",103.844,1.28313
"Accounts Executive/Accounts Assistant",103.783,1.29235
"Baker, Pastry",103.806,1.46122
"Home Cook",103.819,1.30195
"#SGUnitedJobs Specialist (Research Planning Office), IMRE",103.788,1.29936
"Trade Operation Officer (Night Shift)",103.825,1.29103
"Full Stack Developer",103.889,1.31996
"Course Sales Consultant - Skillsfuture Training Programme",103.856,1.37775
"Preschool Chinese Language Teacher needed",103.856,1.37751
"Finance Executive (Accounts Receivable)",103.847,1.38468
"Production Checker",103.849,1.38823
"Controlling & Planning Manager",103.789,1.29434
"Temp Admin Assistant (3-6 months) ",103.843,1.3259
"Executive Assistant",103.853,1.28589
"IT Executive",103.688,1.32005
"Phlebotomist (Part-time)",103.742,1.3495
"Warehouse Executive",103.753,1.34395
"Personal driver cum despatch",103.753,1.34391
"Architectural Executive / Senior Architectural Executive (Design Team)",103.814,1.2843
"purchaser executive",103.699,1.31036
"Healthcare Assistant / Basic Care Assistant / Nursing Aide",103.919,1.32815
"Procurement Engineer",103.967,1.35297
"Shipping / Documentation Officer #SGUnitedTraineeships #SGUP",103.961,1.33256
"Logistics Customer Service Support",103.763,1.32656
"Technical Assoicaite",103.72,1.32453
"Senior Sales and Operations Executive",103.896,1.35903
Bartender,103.839,1.30156
"#SGUnitedJobs Scientist (Electronics Materials Department), IMRE",103.789,1.29843
"Service / Kitchen Crew (Full-Time/Part-Time)",103.816,1.44324
"Accounts Clerk",103.816,1.44309
"Machining Technician",103.677,1.31633
"Mechanical Engineer (Surface Wellheads API 6A) – Sur Rapid Response",103.676,1.31407
"Electrical Technician",103.664,1.31889
"Application Support Analyst",103.819,1.26581
"Accounts Executive (Temp) - Part-Time",103.846,1.28694
"Childcare Hiring L2 English Teacher",103.759,1.35374
"Senior BIM Designer",103.747,1.33025
"Customer Service Specialist",103.808,1.2857
"Admin Assistant",103.848,1.327
"Cleaner - Part-Time",103.913,1.31962
"Full time Barista",103.792,1.27673
"Operations Supervisor",103.899,1.31554
"Assistant Kitchen Manager",103.918,1.39369
"Part-Time Kitchen Crew / JCUBE",103.74,1.33331
"Admin Assistant",103.809,1.44835
"Bike Mechanic (Apprentice)",103.747,1.3349
"Software Developer",103.747,1.3349
"Retail Executive (Up to $2,400 | Shoe Apparels | 5 day work week | IMM / Jurong)",103.747,1.33482
"Part-Time Office Cleaner",103.746,1.33675
"Account Executive (Music & Lifestyle) - 1 yr Contract",103.863,1.31226
"CRM Business Analyst - Lifescience",103.863,1.31222
"Warehouse Assistant",103.877,1.33017
"Operations Assistant",103.877,1.32977
"Production Operator x20 ✓Kallang ✓$1,600 ✓5 days work week",103.872,1.32565
chef,103.89,1.34107
"Accounts Assistant",103.815,1.29098
"Project Manager",103.815,1.29059
"Operations Manager",103.972,1.37375
"Maintenance Technician",103.975,1.37655
"Senior Software Engineer",103.886,1.33501
"Digital Art Director",103.836,1.30101
"Part Time Service Crew | Scape Park | Up to $9/hr",103.836,1.30103
"Technician Assistant (6 months’ contract)",103.751,1.30428
"Music School Manager #SGUnitedTraineeships #SGUP",103.779,1.32044
"Baker (Pastry / Bread)",103.779,1.32051
"Pastry Chef",103.779,1.32051
"Barista - All rounder",103.779,1.32051
"PR Coordinator/Specialist",103.845,1.27886
"Project Officer (Day Activity Centre)",103.831,1.28199
"Admin Assistant",103.729,1.31307
"General Worker (Carpenter)",103.735,1.31582
"Software Engineer",103.886,1.33794
"Cleaner cum Cook",103.764,1.377
"IT Engineering Assistant (Infrastructure)",103.692,1.31369
"Corporate Support Officer @ River Valley",103.836,1.29382
"Director APAC Health Economics and Market Access",103.785,1.29076
Engineer,103.715,1.33058
Technician,103.805,1.45927
"Senior Accounts Executive #SGUnitedJobs",103.805,1.45927
"Bistro Service Crew",103.851,1.30506
"Engineer (Electrical & Instrumentation)",103.85,1.27928
"SOC Threat Analyst",103.878,1.31583
"Marketing Engineer",103.834,1.35901
"Chinese Teacher",103.836,1.35248
"Compound Cleaning",103.683,1.32336
"Wine Sommelier",103.853,1.29327
"Technical Controller cum AP",103.742,1.42098
"Carpenter Supervisor",103.75,1.42003
"Nail Technician / Manicurist",103.944,1.35239
"English/Chinese Childcare Teacher",103.942,1.35277
"Sales Management Associate",103.942,1.3528
"BIM Drafter",103.852,1.29027
"Golf Teacher",103.943,1.34245
"Telemarketers - High Incentives",103.893,1.31606
"Manager/Assistant Manager, Leasing",103.893,1.31597
"Chef de Partie",103.842,1.28017
"Customer Service Officer",103.817,1.27768
"Business Development Executive",103.759,1.33143
"Assistant Bar & Restaurant / Service Crew / Chef",103.844,1.28328
"ASSISTANT MANAGER (PRODUCTION)",103.646,1.3276
"Information Technology Manager",103.646,1.31762
"Assistant Maintenance Manager - E&I",103.619,1.27434
"Structural Steel Engineer",103.63,1.31908
"Safety Coordinator ",103.634,1.27273
"Warehouse Assistant (Part Time)",103.631,1.29746
"Mechanical Engineer/ Coordinator",103.626,1.29983
"Assistant Engineer (QA – RA/QMS)",103.71,1.32495
"Purchasing and Materials Management Lead",103.71,1.32495
"Retail Assistant",103.879,1.33399
"Full Time Beautician",103.744,1.3302
"Outsourced Accountant",103.745,1.33011
Administrator,103.745,1.33015
"Relationship Ambassador",103.786,1.43609
"Driving Instructor",103.794,1.4518
"Associate Engineers - Test/Product",103.804,1.45032
"Senior Customer Program Manager",103.81,1.45475
"Senior / Financial Analyst - (3164BR)",103.837,1.42377
"HR Assistant",103.843,1.43625
"Accounts and Admin Assistant",103.826,1.29089
"MAINTENANCE TECHNICIAN (PRIMARY INDUSTRIES)",103.985,1.34126
Recruiter,103.871,1.37693
"Global Bid and Content Manager",103.846,1.27537
"Product Manager #SGUnitedJobs",103.789,1.29506
"Senior Test Engineer",103.862,1.31439
"Software Engineer",103.687,1.31903
"Italian Pizza / Pasta Chef",103.792,1.30384
"Sales Executive",103.757,1.33861
Purchaser,103.757,1.33861
"Assistant Logistic Manager",103.757,1.33858
"Regional Sales Manager",103.85,1.28306
"Order Fulfilment Assistant",103.968,1.33754
"Assistant Executive, Finance",103.769,1.30656
"Data Analyst – Regulatory Analytics, Trading",103.853,1.28469
"(Full-Time) Service Crew / Cashier (China Square Central) UP TO $2200",103.847,1.28377
"FFE Designer",103.847,1.28375
"QA/QC Supervisor",103.663,1.31057
"Digital Manager",103.847,1.29981
"Operation Clerk (Admin) + Over time up to 2.6k/month",103.779,1.28312
"Solution Consultant",103.779,1.28323
"SENIOR DATABASE ENGINEER/ADMINISTRATOR ",103.892,1.32205
"Care Executive / Behaviour Interventionist Trainee #SGUP #SGUT (Diploma) - Part-Time",103.906,1.31899
"Site Supervisor",103.674,1.32883
"Telemarketer (Part Time)",103.865,1.31003
"Motion Graphic Designer ",103.865,1.3098
DRIVER,103.756,1.43491
"Sales & Marketing Executive (Gaming PC)",103.881,1.31558
Painter,103.758,1.40779
"Full Time Graphic Designer",103.845,1.2791
" Accounts Executive (5 days work week/Legal firm @ CBD Area)",103.845,1.27902
"Android developer",103.848,1.27958
"Catering Manager",103.852,1.3156
"Customer Development Executive",103.752,1.30003
"UI / UX Developer",103.799,1.27522
"Big Data Administrator [NS]",103.799,1.27483
"Chief Revenue Officer ",103.799,1.27483
"Temp Operator (3 Months / Part-Time) - $10/hour | Penjuru Rd",103.735,1.31477
"Call Centre Officer (Up to $2,500 | Raffles | Day Shift | Telco)",103.848,1.2853
" Job titleConsultant / Senior Consultant",103.782,1.28646
"Social Worker",103.817,1.4448
"Senior Cook",103.801,1.46011
"OPERATIONS ADMINISTRATOR",103.833,1.3581
"System Engineer",103.833,1.35789
"Admin / Operation / Technician",103.631,1.31039
"Events and Programming Executive #SGUnitedTraineeships #SGUP",103.845,1.28274
"Admin Assistant (CS)",103.659,1.32562
"Admin Assistant (CS)",103.659,1.32562
"Account Executive",103.649,1.33055
"Sales Executive",103.65,1.32863
"Operations Officer/Executive",103.637,1.32018
"Senior Treasury Specialist",103.624,1.27338
"Part Time Pump Attendant @ Shell Marsiling (4-5 days weekly)",103.79,1.44431
"E-commerce Executive",103.811,1.45082
"Warehouse Tech",103.81,1.45111
"Project Coordinator",103.804,1.45367
"Fleet Operations Officer",103.841,1.27344
"Cleaners & General Worker",103.861,1.30383
"Manager ",103.862,1.30394
"Business Development Manager",103.852,1.30092
"Service Crew needed (FT/PT)",103.793,1.33798
"special education teacher",103.793,1.3388
"Chef De Partie",103.793,1.3388
"Kitchen Assistant / Cook",103.855,1.29911
"Logistic Assistant (Warehouse)",103.834,1.43943
"Management Trainee",103.847,1.28018
"Cyber Security Engineer (Junior)",103.82,1.28239
"Network Engineer",103.901,1.31188
"Sales Advisor",103.854,1.2996
"Project Manager",103.81,1.45597
"Site Engineer - Part-Time",103.751,1.34254
"Teachers--Mathematics (Part-Time)",103.843,1.31839
"Bakery Sales Assistant",103.954,1.35259
"Accounts Assistant",103.954,1.3527
"Junior Visual Merchandiser",103.932,1.32194
"Service Staff",103.847,1.28013
STOREKEEPER#SgUnitedJobs,103.753,1.34191
